,commercial_area_name,commercial_area_code,time,floating_population,total_sales,total_customers
432,증산역 3번,3110449,00-06,1200742.0,288726550,6752.0
433,시립서북병원,3110450,00-06,1977918.0,1510491599,147030.0
434,증산역 4번,3110451,00-06,1018681.0,170314046,18765.0
435,새절역 3번,3110452,00-06,691913.0,217630306,23177.0
436,신사1동주민센터,3110453,00-06,1386117.0,842894585,83338.0
437,선정중학교,3110454,00-06,1730929.0,223295071,27741.0
438,역촌노인복지관,3110455,00-06,1907590.0,330663883,6843.0
439,구산보건지소,3110456,00-06,1837738.0,600833851,39857.0
440,예일여고,3110457,00-06,792325.0,289335923,28467.0
441,선일여고,3110458,00-06,954234.0,52778307,4129.0
442,응암역 2번,3110459,00-06,1253755.0,18725334,407.0
443,구산역 4번,3110460,00-06,1567805.0,1267787626,86941.0
444,새절역 2번,3110461,00-06,145060.0,200850452,3128.0
445,갈현건영아파트,3110462,00-06,797795.0,340202333,44575.0
446,응암3동주민센터,3110463,00-06,700113.0,349066821,10803.0
447,연신내역 5번,3110464,00-06,590386.0,876721402,14552.0
448,연신내역 7번,3110465,00-06,1227358.0,871716138,10481.0
449,구산역 2번,3110466,00-06,1155558.0,240750067,24087.0
450,은평요양병원,3110467,00-06,461712.0,748937857,33873.0
451,응암역 3번,3110468,00-06,3107669.0,1644967566,147845.0
452,응암정보도서관,3110469,00-06,1543798.0,1368177248,128726.0
453,신진과학기술고등학교,3110470,00-06,829260.0,167673211,5359.0
454,응암동우체국,3110471,00-06,1814191.0,712807169,9337.0
455,연신내역 4번,3110472,00-06,1458006.0,503513931,12468.0
456,구산역 1번,3110473,00-06,1874481.0,1857495915,45203.0
457,세명컴퓨터고등학교,3110474,00-06,1109233.0,177824574,21739.0
458,백련산해모로아파트,3110475,00-06,493646.0,537825997,40722.0
459,역촌역 2번,3110476,00-06,108200.0,86900839,1552.0
460,은평세무서,3110477,00-06,402381.0,670573355,13267.0
461,응암1동주민센터,3110478,00-06,347887.0,7030299,100.0
462,연신내역 2번,3110479,00-06,1540499.0,69709603,517.0
463,연신내역 3번,3110480,00-06,277796.0,47654932,5579.0
464,불광역 7번,3110481,00-06,4362825.0,435684792,26314.0
465,연신초등학교,3110482,00-06,359885.0,11757198,155.0
466,연천초등학교,3110483,00-06,792853.0,103344184,13920.0
467,역촌역 3번,3110484,00-06,1581207.0,1408440004,97796.0
468,연신내우체국,3110485,00-06,506443.0,35733162,2470.0
469,은평구청,3110486,00-06,604945.0,985740574,18934.0
470,불광역 8번,3110487,00-06,114115.0,286873187,18709.0
471,우리은행응암동지점,3110488,00-06,289544.0,156281481,2608.0
472,불광역 3번,3110489,00-06,476878.0,5753973,101.0
473,녹번동근린공원,3110490,00-06,633047.0,30743348,621.0
474,불광중학교,3110491,00-06,92531.0,0,0.0
475,하나고등학교,3110492,00-06,9098.0,0,0.0
476,북가좌초등학교,3110493,00-06,231569.0,15582064,415.0
477,증산3교남측,3110494,00-06,243367.0,0,0.0
478,북가좌2동주민센터,3110495,00-06,1321610.0,862915213,48266.0
479,모래내우체국,3110496,00-06,878679.0,821550908,25307.0
480,가좌역 3번,3110497,00-06,51498.0,219466409,1346.0
481,증산역 1번,3110498,00-06,2635965.0,661214518,69008.0
482,연가초등학교,3110499,00-06,2453335.0,120186553,14052.0
483,남가좌동현대아파트,3110500,00-06,101238.0,23807385,110.0
484,연희어린이공원,3110501,00-06,257567.0,0,0.0
485,남가좌파출소,3110502,00-06,2072586.0,998834419,57089.0
486,명지대학교교회,3110503,00-06,1800565.0,1750214531,259580.0
487,홍남교남측,3110505,00-06,24849.0,0,0.0
488,연희임광아파트,3110506,00-06,172644.0,200210,12.0
489,명지대학교,3110507,00-06,1527210.0,2723242889,91095.0
490,서연중학교,3110508,00-06,769115.0,58004712,6667.0
491,연희대우아파트앞,3110509,00-06,970848.0,546962782,60911.0
492,홍연시장,3110510,00-06,1083163.0,3923540,60.0
493,연희초등학교,3110511,00-06,1165542.0,680454639,96453.0
494,연희지하차도,3110512,00-06,1067156.0,0,0.0
495,연희파출소,3110513,00-06,179460.0,61252516,863.0
496,서대문우체국,3110514,00-06,805653.0,144511711,13909.0
497,홍은중학교,3110515,00-06,320514.0,0,0.0
498,정원여중,3110516,00-06,73067.0,347006,7.0
499,서대문소방서,3110517,00-06,229345.0,2505200,364.0
500,서대문구보건소별관,3110519,00-06,1710155.0,308985472,42805.0
501,경의중앙 신촌역,3110520,00-06,621955.0,352449266,10002.0
502,홍제역 4번,3110521,00-06,606437.0,235681458,3136.0
503,홍제역 3번,3110522,00-06,281811.0,81426376,6755.0
504,홍제성원아파트,3110523,00-06,80451.0,0,0.0
505,연희세브란스병원,3110524,00-06,58454.0,1389462,3.0
506,홍은종합사회복지관,3110525,00-06,283222.0,40843231,109.0
507,봉원사,3110526,00-06,119073.0,30588517,4606.0
508,홍제역 2번,3110527,00-06,468887.0,252082280,34231.0
509,서울여자간호대학교,3110528,00-06,822758.0,379370232,29348.0
510,홍제3동주민센터,3110529,00-06,1115442.0,1248726168,56798.0
511,아현역 1번,3110530,00-06,214293.0,2111821,30.0
512,아현역 2번,3110532,00-06,893963.0,170762698,4046.0
513,충정로역 7번,3110533,00-06,5068264.0,0,0.0
514,경기대학교,3110534,00-06,709527.0,310019,9.0
515,영천시장입구,3110535,00-06,1049958.0,15683034,162.0
516,돈의문센트레빌아파트입구,3110536,00-06,92399.0,8401754,305.0
517,충정로현대아파트,3110537,00-06,243902.0,351476109,43769.0
518,충정로역 3번,3110538,00-06,262802.0,233870259,1230.0
519,미근동,3110539,00-06,125874.0,22771061,1574.0
520,망원나들목체육관,3110540,00-06,707745.0,307584661,23852.0
521,동교초등학교,3110541,00-06,1347953.0,518141144,33002.0
522,마포구청역 7번,3110542,00-06,1549385.0,469346476,33341.0
523,중암중학교,3110543,00-06,150667.0,0,0.0
524,망리단길,3110544,00-06,6115312.0,3367839834,102333.0
525,마포구청역 1번,3110545,00-06,679101.0,929895129,91398.0
526,양화대교북단,3110546,00-06,917082.0,11497641,280.0
527,KB국민은행 망원동지점,3110547,00-06,831947.0,1339417792,42592.0
528,마포구청역 4번,3110548,00-06,962183.0,271043776,7834.0
529,새터산,3110549,00-06,981788.0,148920461,15968.0
530,합정역 8번,3110550,00-06,1220343.0,2524560093,51692.0
531,성서초등학교,3110551,00-06,1574661.0,1018485866,19971.0
532,성미산체육관,3110552,00-06,492707.0,90077713,10255.0
533,가좌역 2번,3110553,00-06,1169561.0,386548868,18201.0
534,망원역 1번,3110554,00-06,812701.0,463653375,42814.0
535,홍익지구대,3110555,00-06,189132.0,546159077,5303.0
536,절두산순교성지,3110556,00-06,130956.0,24949717,215.0
537,홍대부속여중고앞,3110557,00-06,840620.0,551282473,38197.0
538,경성고등학교,3110558,00-06,3236005.0,704223993,61497.0
539,성산중학교,3110559,00-06,836228.0,1477669439,85891.0
540,마포FM,3110560,00-06,909756.0,1960424,61.0
541,상수역 4번,3110561,00-06,792311.0,1478336243,75999.0
542,연트럴파크(연남동주민센터),3110562,00-06,892476.0,742390857,45221.0
543,상수역 3번,3110563,00-06,166890.0,0,0.0
544,홍대입구역 3번,3110564,00-06,414670.0,1484075145,44136.0
545,홍익대,3110565,00-06,437649.0,1793692,7.0
546,경의선책거리,3110566,00-06,948384.0,2271662683,129114.0
547,광흥창역 6번,3110567,00-06,221579.0,470400,6.0
548,광흥창역 1번,3110568,00-06,363529.0,524874520,67823.0
549,홍대땡땡거리,3110569,00-06,781008.0,2502278091,61429.0
550,KB국민은행 서강지점,3110570,00-06,206691.0,14408211,192.0
551,신수동주민센터,3110571,00-06,508104.0,40624049,915.0
552,서강대역 1번,3110572,00-06,1888965.0,695713253,16497.0
553,신촌역 6번,3110573,00-06,87143.0,70038607,659.0
554,대흥동주민센터,3110575,00-06,1294892.0,86996026,10331.0
555,대흥역 3번,3110576,00-06,473112.0,876952906,24128.0
556,용강동주민센터,3110577,00-06,450698.0,54286564,1199.0
557,대흥역 2번,3110578,00-06,2273880.0,852684510,75972.0
558,마포역 4번,3110579,00-06,412204.0,97668182,3304.0
559,양원초등학교,3110580,00-06,847332.0,20148343,2324.0
560,이대역 5번,3110582,00-06,520678.0,932903909,97836.0
561,공덕래미안3차아파트,3110583,00-06,228542.0,12359419,43.0
562,아현역 4번,3110584,00-06,94282.0,114726958,535.0
563,마포경찰서,3110585,00-06,48916.0,0,0.0
564,서울서부지방법원,3110586,00-06,2160257.0,256504508,12295.0
565,공덕동주민센터,3110587,00-06,570789.0,186126982,20098.0
566,한겨레신문사,3110588,00-06,1261562.0,373643490,4980.0
567,애오개역 3번,3110589,00-06,131073.0,3694672,10.0
568,만리재,3110590,00-06,1730034.0,82434473,3905.0
569,충정로역 6번,3110591,00-06,729218.0,68982172,1095.0
570,서울금융고등학교,3110592,00-06,212619.0,206550449,8797.0
571,신월3동주민센터,3110593,00-06,1220885.0,1347876356,100310.0
572,신월중학교,3110594,00-06,299675.0,90858457,10251.0
573,메디힐병원,3110595,00-06,689832.0,903275034,52985.0
574,서서울호수공원,3110596,00-06,689973.0,167927461,26664.0
575,신월1동주민센터,3110597,00-06,1372193.0,1205570039,83511.0
576,신월문화체육센터,3110598,00-06,553036.0,847059585,34542.0
577,신월1파출소,3110599,00-06,1008140.0,523201671,5455.0
578,신월7동주민센터,3110600,00-06,491479.0,519451626,34767.0
579,신월1동우편취급국,3110601,00-06,1770786.0,1433200350,79501.0
580,신월시영아파트중문,3110602,00-06,169874.0,4503541,56.0
581,지향초등학교,3110603,00-06,97047.0,44534481,141.0
582,신월4동주민센터,3110604,00-06,1293794.0,697146348,39460.0
583,목동센트럴아이파크앞,3110605,00-06,45480.0,43388850,722.0
584,신한은행 신월동지점,3110606,00-06,1888701.0,2179084293,120999.0
585,금빛새마을금고본점,3110607,00-06,170807.0,21678980,315.0
586,신월2동주민센터,3110608,00-06,1478864.0,20807056,474.0
587,신정네거리역 2번,3110609,00-06,1068042.0,847967,53.0
588,계남근린공원,3110610,00-06,989723.0,12868021,1494.0
589,신정역 1번,3110611,00-06,1398765.0,307208476,37112.0
590,신정역 5번,3110612,00-06,2665335.0,519235951,49212.0
591,신정네거리역 4번,3110613,00-06,199211.0,13028601,337.0
592,목동로데오거리,3110614,00-06,466490.0,674590496,10169.0
593,신서초등학교,3110615,00-06,218086.0,579722112,35084.0
594,양목초등학교,3110616,00-06,279883.0,818850,34.0
595,등촌역 4번,3110617,00-06,482756.0,41722689,5801.0
596,강서고등학교,3110618,00-06,2110628.0,585050082,62611.0
597,목4동주민센터,3110619,00-06,403712.0,24693746,428.0
598,목동보건지소,3110620,00-06,2481055.0,532803468,23828.0
599,목동역 5번,3110621,00-06,103115.0,156652369,5602.0
600,달마을공원,3110622,00-06,512610.0,137465420,12144.0
601,갈산공원,3110623,00-06,104304.0,0,0.0
602,목동문화체육센터,3110624,00-06,571744.0,55324157,6325.0
603,신정2동주민센터,3110625,00-06,850610.0,1040733187,90705.0
604,양화초등학교,3110626,00-06,1865427.0,141746617,11023.0
605,신정롯데캐슬아파트,3110627,00-06,1358858.0,534613568,32987.0
606,신목동역,3110628,00-06,436670.0,0,0.0
607,공항시장역 1번,3110630,00-06,1798862.0,252179465,12799.0
608,방화초등학교,3110631,00-06,647880.0,63920786,5107.0
609,방화역 3번,3110632,00-06,444373.0,80213718,1690.0
610,개화산역 1번,3110633,00-06,40061.0,1214095544,12093.0
611,송정역 3번,3110634,00-06,2290210.0,1528263924,117397.0
612,공항시장역 3번,3110635,00-06,303240.0,193140415,16011.0
613,방화역 2번,3110636,00-06,628700.0,1318159002,55310.0
614,송정역 2번,3110637,00-06,324920.0,87028387,16043.0
615,신방화역 2번,3110638,00-06,2305898.0,2350883104,151030.0
616,신방화역 8번,3110639,00-06,588776.0,511716662,33413.0
617,방화역 1번,3110640,00-06,455812.0,350372675,21393.0
618,공항고등학교,3110641,00-06,442075.0,10335975,270.0
619,정곡초등학교,3110642,00-06,14422.0,1127406,5.0
620,강서구다솔마을,3110643,00-06,656858.0,8802090574,62038.0
621,신광명마을,3110644,00-06,58742.0,0,0.0
622,우장산역 4번,3110645,00-06,1394654.0,633416166,31598.0
623,푸른들청소년도서관,3110646,00-06,1871121.0,955566250,55390.0
624,화곡역 5번,3110647,00-06,2636338.0,784552906,47346.0
625,양천향교역 7번,3110648,00-06,96303.0,1003518007,75985.0
626,우장산역 1번,3110649,00-06,1110366.0,762925790,62839.0
627,우장산힐스테이트,3110650,00-06,41807.0,5025363,24.0
628,화원중학교,3110651,00-06,432310.0,1525786132,94683.0
629,양천향교역 2번,3110652,00-06,341820.0,114096193,15310.0
630,화곡역 2번,3110653,00-06,1261890.0,662255169,77036.0
631,까치산역 4번,3110654,00-06,3436433.0,2191520232,159511.0
632,발산역 5번,3110655,00-06,140978.0,173919635,7709.0
633,까치산역 3번,3110656,00-06,6542307.0,17607853334,569336.0
634,양천향교역 5번,3110657,00-06,626240.0,665932801,9047.0
635,화곡초등학교,3110658,00-06,710118.0,1209928782,78276.0
636,화곡역 4번,3110659,00-06,5975694.0,1502734827,148095.0
637,등촌3동주민센터,3110660,00-06,560425.0,932120690,34826.0
638,강서새말어린이공원,3110661,00-06,304510.0,0,0.0
639,까치산역 1번,3110662,00-06,2410823.0,723853603,69196.0
640,우장산롯데캐슬아파트앞,3110663,00-06,210409.0,150550859,4103.0
641,강서구청옆,3110664,00-06,302792.0,329000365,2767.0
642,곰달래도서관,3110665,00-06,2690484.0,127781344,12397.0
643,KC대학교,3110666,00-06,289535.0,36520687,4418.0
644,가양역 10번,3110667,00-06,22700.0,171815757,13671.0
645,화곡2동주민센터,3110668,00-06,2004346.0,549445214,30887.0
646,화곡보람2차아파트,3110669,00-06,83723.0,47554509,635.0
647,신곡초등학교,3110670,00-06,1717062.0,409600021,44077.0
648,등촌1동주민센터,3110671,00-06,1989628.0,536941159,47765.0
649,백석중학교,3110672,00-06,930458.0,1578744,13.0
650,뜸부기어린이공원,3110673,00-06,837940.0,802549116,71772.0
651,강서구청가양동별관,3110674,00-06,40565.0,0,0.0
652,화곡4동주민센터,3110675,00-06,2086259.0,675279046,58185.0
653,등촌역 7번,3110676,00-06,425077.0,0,0.0
654,등촌역 1번,3110677,00-06,239436.0,203691643,4900.0
655,염창무학아파트,3110678,00-06,160488.0,45066135,172.0
656,염창역 2번,3110679,00-06,208476.0,31145702,889.0
657,온수역 5번(온수산업단지),3110680,00-06,178328.0,387680933,36957.0
658,온수역 1번,3110681,00-06,22801.0,25690320,388.0
659,오류고등학교,3110683,00-06,304846.0,4084203,457.0
660,서울공연예술고등학교,3110684,00-06,72994.0,63937187,6497.0
661,금강수목원아파트,3110685,00-06,102332.0,40976847,458.0
662,수궁동주민센터,3110686,00-06,798599.0,407133280,34378.0
663,"천왕역 3번(오류2동주민센터, 서울오류남초등학교)",3110687,00-06,196003.0,44365942,707.0
664,오류지구대,3110688,00-06,800168.0,402860285,30635.0
665,오류동역 3번,3110689,00-06,1176815.0,152936635,2650.0
666,오류2동버들시장,3110690,00-06,1766681.0,462399715,27492.0
667,개봉중학교,3110691,00-06,642684.0,162151049,12849.0
668,큰굴다리,3110692,00-06,917571.0,6171869,97.0
669,오류동역 4번,3110693,00-06,229421.0,146791907,2192.0
670,세곡초등학교,3110694,00-06,2229782.0,306317693,5663.0
671,개봉1동주민센터,3110695,00-06,1643172.0,642523335,24420.0
672,오류동역 1번,3110696,00-06,1036916.0,64308147,6483.0
673,개봉3동주민센터,3110697,00-06,445344.0,4825194,510.0
674,개웅초등학교(개웅중학교),3110698,00-06,874192.0,252984255,19240.0
675,덕의초등학교,3110699,00-06,414891.0,131580807,4390.0
676,고척초등학교,3110700,00-06,1067853.0,4485777,263.0
677,고척동성당,3110701,00-06,852316.0,70324834,7791.0
678,개봉초등학교,3110702,00-06,1113016.0,139453482,868.0
679,개봉역,3110703,00-06,527652.0,934486152,43914.0
680,고척중학교,3110704,00-06,70858.0,0,0.0
681,그라운드 고척,3110706,00-06,228740.0,2035262922,93359.0
682,구로창업지원센터,3110707,00-06,665992.0,338168521,3635.0
683,화원어린이공원,3110708,00-06,580072.0,25866143,312.0
684,구로119안전센터,3110709,00-06,1384254.0,101945489,4487.0
685,남구로역 3번,3110710,00-06,2244738.0,2410471260,94276.0
686,구로초등학교,3110711,00-06,1369352.0,84594278,1386.0
687,남구로역 5번,3110712,00-06,2703619.0,1126401815,103497.0
688,구로보건소,3110713,00-06,3013306.0,699571806,36278.0
689,구로4동주민센터,3110714,00-06,1470713.0,829364823,58188.0
690,구로구민회관,3110715,00-06,289921.0,0,0.0
691,구로나눔길,3110716,00-06,451747.0,412979366,8981.0
692,남구로역 2번,3110717,00-06,3112654.0,1945522052,92837.0
693,한국SGI본부,3110718,00-06,763337.0,6233711717,145400.0
694,영서중학교,3110719,00-06,216511.0,192452,9.0
695,대림역 2번,3110720,00-06,1016985.0,979056226,45547.0
696,가리봉파출소,3110721,00-06,1186126.0,333092019,18844.0
697,G타워,3110722,00-06,352697.0,1348202025,168492.0
698,가산디지털단지역 1번 출입구,3110723,00-06,253075.0,133078549,2256.0
699,금천구립가산도서관,3110724,00-06,760422.0,386667937,50208.0
700,가산동주민센터,3110725,00-06,191345.0,1943462609,121129.0
701,금천철쭉어린이공원(금하마을),3110726,00-06,311612.0,44484301,839.0
702,독산역 1번 출입구,3110727,00-06,529595.0,3571046,185.0
703,두산초등학교,3110728,00-06,226234.0,151451386,20886.0
704,가산동우체국,3110729,00-06,758382.0,3171866945,140413.0
705,서울축산농협 독산역지점(독산파출소),3110730,00-06,674386.0,2475103120,214278.0
706,금천구청역 1번 출입구,3110731,00-06,264773.0,219684442,3102.0
707,가산초등학교(세일중학교),3110732,00-06,525465.0,584283103,54444.0
708,금천어울림복지센터,3110733,00-06,241662.0,8618668,236.0
709,금천파출소,3110734,00-06,38869.0,115955611,2143.0
710,말미고개,3110735,00-06,1252711.0,544930414,38877.0
